11278	career	0	3749
11279	profession	0	3749
11280	behavior	1	3750
11281	health	0	3750
11282	effort	0	3750
11283	work	0	3750
11284	denied	1	3751
11285	appreciated	0	3751
11286	refused	0	3751
11287	completed	0	3751
11288	pretend	1	3752
11289	decide	0	3752
11290	agree	0	3752
11291	ignore	0	3752
11292	growing	1	3753
11293	selling	0	3753
11294	smuggling	0	3753
11295	using	0	3753
11296	subscriptions	1	3754
11297	fluctuations	0	3754
11298	inhibitions	0	3754
11299	distortions	0	3754
11300	valid	1	3755
11301	ethnic	0	3755
11302	liable	0	3755
11303	bleak	0	3755
11304	brag	1	3756
11305	hear	0	3756
11306	cry	0	3756
11307	speak	0	3756
11308	announcement	1	3757
11309	hearing	0	3757
11310	report	0	3757
11311	conference	0	3757
11312	postpone	1	3758
11313	cancel	0	3758
11314	hold	0	3758
11315	attend	0	3758
11316	achievement	1	3759
11317	death	0	3759
11318	ability	0	3759
11319	endurance	0	3759
11320	for	1	3760
11321	at	0	3760
11322	while	0	3760
11323	during	0	3760
11324	living	1	3761
11325	alive	0	3761
11326	lively	0	3761
11327	live	0	3761
11328	enormous	1	3762
11329	new	0	3762
11330	wild	0	3762
11331	unpopulated	0	3762
11332	fight	1	3763
11333	maintain	0	3763
11334	increase	0	3763
11335	cure	0	3763
11336	unanimously	1	3764
11337	utterly	0	3764
11338	unitedly	0	3764
11339	consistently	0	3764
11340	signs	1	3765
11341	organizations	0	3765
11342	records	0	3765
11343	theories	0	3765
11344	precisely	1	3766
11345	hardly	0	3766
11346	delicately	0	3766
11347	nearly	0	3766
11348	plentiful	1	3767
11349	useful	0	3767
11350	expensive	0	3767
11351	scarce	0	3767
11352	saying	1	3768
11353	stating	0	3768
11354	explaining	0	3768
11355	telling	0	3768
11356	extreme	1	3769
11357	mild	0	3769
11358	unique	0	3769
11359	rare	0	3769
11360	suspicious	1	3770
11361	puzzling	0	3770
11362	successful	0	3770
11363	dangerous	0	3770
11364	fingers	1	3771
11365	legs	0	3771
11366	hands	0	3771
11367	arms	0	3771
11368	strong	1	3772
11369	violent	0	3772
11370	high	0	3772
11371	loyal	0	3772
11372	Drop	1	3773
11373	Give	0	3773
11374	Write	0	3773
11375	Make	0	3773
11376	courteous	1	3774
11377	obnoxious	0	3774
11378	anxious	0	3774
11379	pretentious	0	3774
11380	reliable	1	3775
11381	marginal	0	3775
11382	edible	0	3775
11383	statistical	0	3775
11384	copied	1	3776
11385	influenced	0	3776
11386	studied	0	3776
11387	praised	0	3776
11388	wrote	1	3777
11389	discussed	0	3777
11390	supervised	0	3777
11391	fought	0	3777
11392	worthless	1	3778
11393	valueless	0	3778
11394	priceless	0	3778
11395	invaluable	0	3778
11396	widespread	1	3779
11397	total	0	3779
11398	large	0	3779
11399	extreme	0	3779
11400	knowledge	1	3780
11401	facts	0	3780
11402	information	0	3780
11403	suggestion	0	3780
11404	excellent	1	3781
11405	famous	0	3781
11406	awkward	0	3781
11407	colorful	0	3781
11408	insufficient	1	3782
11409	ambiguous	0	3782
11410	confusing	0	3782
11411	extensive	0	3782
11412	dying	1	3783
11413	wondering	0	3783
11414	anticipating	0	3783
11415	dreading	0	3783
11416	extensive	1	3784
11417	comprehensive	0	3784
11418	total	0	3784
11419	complete	0	3784
11420	evacuated	1	3785
11421	extradited	0	3785
11422	eradicated	0	3785
11423	extinguished	0	3785
11424	different	1	3786
11425	ruling	0	3786
11426	weak	0	3786
11427	reckless	0	3786
11428	steady	1	3787
11429	firm	0	3787
11430	continuous	0	3787
11431	fixed	0	3787
11432	hard-and-fast	1	3788
11433	safe-and-sound	0	3788
11434	high-and-dry	0	3788
11435	short-and-sweet	0	3788
11436	copy	1	3789
11437	produce	0	3789
11438	alter	0	3789
11439	distinguish	0	3789
11440	equaled	1	3790
11441	exceeded	0	3790
11442	contradicted	0	3790
11443	followed	0	3790
11444	fatal	1	3791
11445	mortal	0	3791
11446	lethal	0	3791
11447	terminal	0	3791
11448	muttered	1	3792
11449	screamed	0	3792
11450	concealed	0	3792
11451	complained	0	3792
11452	very well	1	3793
11453	in good time	0	3793
11454	of a sudden	0	3793
11455	in all	0	3793
11456	scoops	1	3794
11457	pieces	0	3794
11458	spoons	0	3794
11459	balls	0	3794
11460	constant	1	3795
11461	repaired	0	3795
11462	supported	0	3795
11463	measured	0	3795
11464	sociable	1	3796
11465	numerous	0	3796
11466	fertile	0	3796
11467	curious	0	3796
11468	verify	1	3797
11469	select	0	3797
11470	change	0	3797
11471	reserve	0	3797
11472	invented	1	3798
11473	used	0	3798
11474	adapted	0	3798
11475	popularized	0	3798
11476	working	1	3799
11477	training	0	3799
11478	studying	0	3799
11479	consulting	0	3799
11480	give-or-take	1	3800
11481	touch-and-go	0	3800
11482	by-and-large	0	3800
11483	up-and-about	0	3800
11484	foreseeable	1	3801
11485	noticeable	0	3801
11486	predictable	0	3801
11487	understandable	0	3801
11488	challenged	1	3802
11489	supported	0	3802
11490	explained	0	3802
11491	strengthened	0	3802
11492	remote	1	3803
11493	alone	0	3803
11494	far	0	3803
11495	detached	0	3803
11496	altered	1	3804
11497	developed	0	3804
11498	produced	0	3804
11499	finished	0	3804
11500	clever	1	3805
11501	complicated	0	3805
11502	amazing	0	3805
11503	dangerous	0	3805
11504	comes	1	3806
11505	gets	0	3806
11506	changes	0	3806
11507	turns	0	3806
11508	went off	1	3807
11509	turned on	0	3807
11510	blew out	0	3807
11511	worked over	0	3807
11512	healing	1	3808
11513	practical	0	3808
11514	cultural	0	3808
11515	educational	0	3808
11516	bland	1	3809
11517	frigid	0	3809
11518	gentle	0	3809
11519	precise	0	3809
11520	hungry	1	3810
11521	tired	0	3810
11522	frightened	0	3810
11523	worried	0	3810
11524	stories	1	3811
11525	experiences	0	3811
11526	descriptions	0	3811
11527	beliefs	0	3811
11528	Hardly	1	3812
11529	Only	0	3812
11530	Almost	0	3812
11531	Always	0	3812
11532	spotlessly	1	3813
11533	fully	0	3813
11534	deeply	0	3813
11535	purely	0	3813
11536	limited	1	3814
11537	located	0	3814
11538	associated	0	3814
11539	intended	0	3814
11540	eligible	1	3815
11541	available	0	3815
11542	permitted	0	3815
11543	permissible	0	3815
11544	broad	1	3816
11545	wide	0	3816
11546	open	0	3816
11547	steady	0	3816
11548	diverted	1	3817
11549	distracted	0	3817
11550	diversified	0	3817
11551	distributed	0	3817
11552	call	1	3818
11553	make	0	3818
11554	end	0	3818
11555	put	0	3818
11556	edgewise	1	3819
11557	sideways	0	3819
11558	halfway	0	3819
11559	anywhere	0	3819
11560	decided	1	3820
11561	argued	0	3820
11562	assumed	0	3820
11563	claimed	0	3820
11564	graciously	1	3821
11565	pleasantly	0	3821
11566	sympathetically	0	3821
11567	nicely	0	3821
11568	an all-out	1	3822
11569	a one-and-all	0	3822
11570	an all-in-all	0	3822
11571	a catch-all	0	3822
11572	thin	1	3823
11573	clear	0	3823
11574	empty	0	3823
11575	plain	0	3823
11576	conscientious	1	3824
11577	conscious	0	3824
11578	consistent	0	3824
11579	constitutional	0	3824
11580	deterrent	1	3825
11581	consequence	0	3825
11582	prevention	0	3825
11583	hindrance	0	3825
11584	is	1	3826
11585	are	0	3826
11586	am	0	3826
11587	be	0	3826
11588	are	1	3827
11589	is	0	3827
11590	am	0	3827
11591	be	0	3827
11592	are	1	3828
11593	is	0	3828
11594	am	0	3828
11595	be	0	3828
11596	Are you	1	3829
11597	You	0	3829
11598	Are	0	3829
11599	Is	0	3829
11600	You	1	3830
11601	I	0	3830
11602	He	0	3830
11603	She	0	3830
11604	Where	1	3831
11605	When	0	3831
11606	What	0	3831
11607	Why	0	3831
11608	I	1	3832
11609	He	0	3832
11610	You	0	3832
11611	They	0	3832
11612	isn't	1	3833
11613	not	0	3833
11614	no is	0	3833
11615	are not	0	3833
11616	me	1	3834
11617	my	0	3834
11618	mine	0	3834
11619	I	0	3834
11620	are trying	1	3835
11621	trying	0	3835
11622	am trying	0	3835
11623	tries	0	3835
11624	Why	1	3836
11625	What	0	3836
11626	Where	0	3836
11627	Who	0	3836
11628	are you doing	1	3837
11629	you are doing	0	3837
11630	you do	0	3837
11631	do you	0	3837
11632	Is she	1	3838
11633	She	0	3838
11634	Is	0	3838
11635	Are	0	3838
11636	His	1	3839
11637	Her	0	3839
11638	Our	0	3839
11639	Their	0	3839
11640	your	1	3840
11641	you're	0	3840
11642	yours	0	3840
11643	you	0	3840
11644	them	1	3841
11645	they	0	3841
11646	their	0	3841
11647	theirs	0	3841
11648	us	1	3842
11649	we	0	3842
11650	his	0	3842
11651	they	0	3842
11652	an	1	3843
11653	a	0	3843
11654	any	0	3843
11655	two	0	3843
11656	ago	1	3844
11657	away	0	3844
11658	along	0	3844
11659	awhile	0	3844
11660	him	1	3845
11661	she	0	3845
11662	he	0	3845
11663	you	0	3845
11664	He's	1	3846
11665	He	0	3846
11666	I	0	3846
11667	Is	0	3846
11668	at	1	3847
11669	in	0	3847
11670	on	0	3847
11671	since	0	3847
11672	some	1	3848
11673	any	0	3848
11674	a little	0	3848
11675	plenty	0	3848
11676	aren't	1	3849
11677	is not	0	3849
11678	no	0	3849
11679	not	0	3849
11680	His	1	3850
11681	Hers	0	3850
11682	Yours	0	3850
11683	Ours	0	3850
11684	on	1	3851
11685	at	0	3851
11686	in	0	3851
11687	since	0	3851
11688	aren't they	1	3852
11689	don't they	0	3852
11690	isn't it	0	3852
11691	isn't he?	0	3852
11692	isn't it	1	3853
11693	aren't it	0	3853
11694	couldn't it	0	3853
11695	doesn't it	0	3853
11696	do you	1	3854
11697	you	0	3854
11698	does	0	3854
11699	are you	0	3854
11700	quickly as	1	3855
11701	quicker than	0	3855
11702	quickly than	0	3855
11703	quicker as	0	3855
11704	another	1	3856
11705	other	0	3856
11706	others	0	3856
11707	the others	0	3856
11708	It's	1	3857
11709	Its	0	3857
11710	It	0	3857
11711	Is	0	3857
11712	They're	1	3858
11713	He's	0	3858
11714	It's	0	3858
11715	We're	0	3858
11716	do	1	3859
11717	did	0	3859
11718	does	0	3859
11719	doing	0	3859
11720	taking	1	3860
11721	takes	0	3860
11722	take	0	3860
11723	is taking	0	3860
11724	are looking	1	3861
11725	looking	0	3861
11726	looks	0	3861
11727	is looking	0	3861
11728	Your	1	3862
11729	You're	0	3862
11730	Yours	0	3862
11731	You	0	3862
11732	that	1	3863
11733	who	0	3863
11734	whose	0	3863
11735	this	0	3863
11736	whether	1	3864
11737	if	0	3864
11738	when	0	3864
11739	otherwise	0	3864
11740	their	1	3865
11741	there	0	3865
11742	they're	0	3865
11743	theirs	0	3865
11744	any	1	3866
11745	some	0	3866
11746	a	0	3866
11747	many	0	3866
11748	Those	1	3867
11749	That	0	3867
11750	This	0	3867
11751	There	0	3867
11752	at	1	3868
11753	in	0	3868
11754	on	0	3868
11755	for	0	3868
11756	Did you have	1	3869
11757	Have you had	0	3869
11758	Are you having	0	3869
11759	Do you have	0	3869
11760	Are	1	3870
11761	Is	0	3870
11762	Do	0	3870
11763	Does	0	3870
11764	leaving	1	3871
11765	leave	0	3871
11766	to leave	0	3871
11767	left	0	3871
11768	whether	1	3872
11769	that	0	3872
11770	when	0	3872
11771	if	0	3872
11772	an umbrella	1	3873
11773	a umbrella	0	3873
11774	umbrella	0	3873
11775	some umbrella	0	3873
11776	a few	1	3874
11777	a little	0	3874
11778	any	0	3874
11779	one	0	3874
11780	surprised	1	3875
11781	surprising	0	3875
11782	surprises	0	3875
11783	surprise	0	3875
11784	coming	1	3876
11785	come	0	3876
11786	comes	0	3876
11787	be coming	0	3876
11788	since	1	3877
11789	when	0	3877
11790	then	0	3877
11791	while	0	3877
11792	was running	1	3878
11793	used to run	0	3878
11794	has run	0	3878
11795	runs	0	3878
11796	are you always	1	3879
11797	always are you	0	3879
11798	you are always	0	3879
11799	you always are	0	3879
11800	the most delicious	1	3880
11801	more delicious	0	3880
11802	most delicious	0	3880
11803	delicious	0	3880
11804	banging	1	3881
11805	to bang	0	3881
11806	bang	0	3881
11807	from banging	0	3881
11808	some	1	3882
11809	any	0	3882
11810	an	0	3882
11811	one	0	3882
11812	doesn't he	1	3883
11813	he does	0	3883
11814	isn't he	0	3883
11815	is he	0	3883
11816	cheaper than	1	3884
11817	cheap as	0	3884
11818	cheaper as	0	3884
11819	as cheap than	0	3884
11820	were	1	3885
11821	am	0	3885
11822	will be	0	3885
11823	would be	0	3885
11824	prefers	1	3886
11825	is preferring	0	3886
11826	prefer	0	3886
11827	preferring	0	3886
11828	did you get	1	3887
11829	have you gotten	0	3887
11830	were you getting	0	3887
11831	you have gotten	0	3887
11832	are you	1	3888
11833	do you	0	3888
11834	you	0	3888
11835	you're	0	3888
11836	the best	1	3889
11837	best	0	3889
11838	better	0	3889
11839	most good	0	3889
11840	to take	1	3890
11841	taking	0	3890
11842	take	0	3890
11843	to taking	0	3890
11844	did they leave	1	3891
11845	they did left	0	3891
11846	they did leave	0	3891
11847	did they left	0	3891
11848	Learning	1	3892
11849	Having learned	0	3892
11850	Learn	0	3892
11851	For learning	0	3892
11852	about finding	1	3893
11853	to find	0	3893
11854	with finding	0	3893
11855	on finding	0	3893
11856	for	1	3894
11857	to	0	3894
11858	towards	0	3894
11859	on	0	3894
11860	haven't you	1	3895
11861	didn't you	0	3895
11862	aren't you	0	3895
11863	weren't you	0	3895
11864	Who do you want	1	3896
11865	Who you want	0	3896
11866	Who you do want	0	3896
11867	Who wants you	0	3896
11868	after	1	3897
11869	up	0	3897
11870	into	0	3897
11871	for	0	3897
11872	an interesting	1	3898
11873	a interesting	0	3898
11874	interesting	0	3898
11875	the interesting	0	3898
11876	believe	1	3899
11877	am believing	0	3899
11878	believing	0	3899
11879	is believing	0	3899
11880	used	1	3900
11881	ought	0	3900
11882	has	0	3900
11883	is able	0	3900
11884	leaving	1	3901
11885	that he left	0	3901
11886	leave	0	3901
11887	to leave	0	3901
11888	much	1	3902
11889	a lot	0	3902
11890	many	0	3902
11891	some	0	3902
11892	're leaving	1	3903
11893	leaving	0	3903
11894	're leave	0	3903
11895	leaves	0	3903
11896	some	1	3904
11897	any	0	3904
11898	few	0	3904
11899	a little	0	3904
11900	unless	1	3905
11901	in case	0	3905
11902	providing	0	3905
11903	however	0	3905
11904	go	1	3906
11905	going	0	3906
11906	are going	0	3906
11907	are going to	0	3906
11908	boring	1	3907
11909	bored	0	3907
11910	bore	0	3907
11911	boredom	0	3907
11912	married	1	3908
11913	marry	0	3908
11914	marriage	0	3908
11915	marrying	0	3908
11916	was raining	1	3909
11917	rained	0	3909
11918	has rained	0	3909
11919	rains	0	3909
11920	get	1	3910
11921	got	0	3910
11922	gets	0	3910
11923	getting	0	3910
11924	as	1	3911
11925	more	0	3911
11926	the most	0	3911
11927	such	0	3911
11928	to turn	1	3912
11929	turning	0	3912
11930	having turned	0	3912
11931	to have turned	0	3912
11932	for	1	3913
11933	during	0	3913
11934	since	0	3913
11935	in	0	3913
11936	Her	1	3914
11937	His	0	3914
11938	He	0	3914
11939	She	0	3914
11940	is	1	3915
11941	are	0	3915
11942	have	0	3915
11943	has	0	3915
11944	do you weigh	1	3916
11945	are you weighing	0	3916
11946	you weigh	0	3916
11947	weigh you	0	3916
11948	other	1	3917
11949	others	0	3917
11950	another	0	3917
11951	the other	0	3917
11952	does it cost	1	3918
11953	it costs	0	3918
11954	is it cost	0	3918
11955	this costs	0	3918
11956	the others	1	3919
11957	others	0	3919
11958	other	0	3919
11959	the other	0	3919
11960	the same	1	3920
11961	same	0	3920
11962	a same	0	3920
11963	this same	0	3920
11964	are you	1	3921
11965	you are	0	3921
11966	aren't you	0	3921
11967	are you not	0	3921
11968	up	1	3922
11969	out	0	3922
11970	on	0	3922
11971	at	0	3922
11972	am I	1	3923
11973	aren't I	0	3923
11974	can I	0	3923
11975	do I	0	3923
11976	you	1	3924
11977	your	0	3924
11978	yours	0	3924
11979	you're	0	3924
11980	whose music is	1	3925
11981	that his music	0	3925
11982	which is	0	3925
11983	who the music is	0	3925
11984	whose	1	3926
11985	who's	0	3926
11986	who his	0	3926
11987	whom	0	3926
11988	is never	1	3927
